object_id,ifc_guid,category,ifc_class,predefined_type,effective_type,object_type,old_schedule_zone,proposed_zones,quantity_role
P2_S02-071,1sHD8RKKnUueguq$MUkn2L,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-072,2SRfZlIufTzOj6j8dZfQNi,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-073,2VIjDjdkPUshXR4MUuZA1d,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-074,062LfGCxXLEx1Yj0ouO_YE,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-075,0LKmWs9M9JhxoYYumW3ZH0,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-076,3nX33k7PzKqeAwRcwGbo5X,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-077,1bKbD4gu5IeeTrep3icamr,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-078,3noRKM0XTPA9h9K_KnRRkH,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-079,2RYiS70pvJ2uCgdJZDup5B,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-080,1uJwEF0Z5Ujxh03wxkCGV6,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-081,3CxKOUw0DKFe2jZImdssAM,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
P2_S02-082,25rrQPT0XJpxjXtWgNEuTx,SHRUB_INDIVIDUAL,IfcGeographicElement,VEGETATION,VEGETATION,,B,B,INDIVIDUAL_PLANT_COUNT
BENCH01,1cBKeX8qvQavDz0lALOOsz,BENCH,IfcFurniture,USERDEFINED,BENCH,BENCH,D,D,PHYSICAL_DESIGN
BENCH02,3ZW7a2V_HHyB7uEe0sYGCf,BENCH,IfcFurniture,USERDEFINED,BENCH,BENCH,D,D,PHYSICAL_DESIGN
BENCH03,0DO7eAO81PzRAdZDBjckEm,BENCH,IfcFurniture,USERDEFINED,BENCH,BENCH,A,A,PHYSICAL_DESIGN
BENCH04,0DcAGz_D9K3vbTlhvIdvjx,BENCH,IfcFurniture,USERDEFINED,BENCH,BENCH,A,A,PHYSICAL_DESIGN
BENCH05,1kBOWpIzDQ7fM7xMqFX7sb,BENCH,IfcFurniture,USERDEFINED,BENCH,BENCH,A,A,PHYSICAL_DESIGN
BENCH06,1PKm$l7k9T09zfj6ArLesB,BENCH,IfcFurniture,USERDEFINED,BENCH,BENCH,C,C,PHYSICAL_DESIGN
PERGOLA01,0e6NF2t6XJ_PKo0bK2HlHe,PERGOLA,IfcElementAssembly,USERDEFINED,PERGOLA,PERGOLA,D,D,PHYSICAL_DESIGN
PIPE_A,1bd12Rq9vHkwu_IDooReN2,STORMWATER_PIPE,IfcPipeSegment,RIGIDSEGMENT,RIGIDSEGMENT,,A,"A,B",PHYSICAL_DESIGN
PIPE_B,2uxjlQpbjUUv2UC$J$F1JC,STORMWATER_PIPE,IfcPipeSegment,RIGIDSEGMENT,RIGIDSEGMENT,,B,"B,D",PHYSICAL_DESIGN
PIPE_C,0dKX0v4MnGaRajxAUcYi6n,STORMWATER_PIPE,IfcPipeSegment,RIGIDSEGMENT,RIGIDSEGMENT,,C,"C,D",PHYSICAL_DESIGN
PIPE_D,25UMDIw3fVWuVMTBD3leGG,STORMWATER_PIPE,IfcPipeSegment,RIGIDSEGMENT,RIGIDSEGMENT,,D,D,PHYSICAL_DESIGN
CHAMBER_A,3gmuPO0wrGOvUL8XzIqdyM,CATCH_BASIN,IfcDistributionChamberElement,SUMP,SUMP,,A,A,PHYSICAL_DESIGN
CHAMBER_B,0bwDG433LK6Ow2eXkwOKWK,CATCH_BASIN,IfcDistributionChamberElement,SUMP,SUMP,,B,B,PHYSICAL_DESIGN
CHAMBER_C,2IhHL6lirIew1ZMclMfFOK,CATCH_BASIN,IfcDistributionChamberElement,SUMP,SUMP,,C,C,PHYSICAL_DESIGN
CHAMBER_D,2icV4is$9TWAu28Oy0KqpE,CATCH_BASIN,IfcDistributionChamberElement,SUMP,SUMP,,D,D,PHYSICAL_DESIGN
CURB_A,1RAc42_8DO$vCGbKZAOVsl,GRANITE_KERB,IfcKerb,USERDEFINED,GRANITE_KERB,GRANITE_KERB,A,A,PHYSICAL_DESIGN
CURB_B,3vt7aax3bJzQ4MvcKH4gak,GRANITE_KERB,IfcKerb,USERDEFINED,GRANITE_KERB,GRANITE_KERB,B,"A,B,D",PHYSICAL_DESIGN
CURB_C,0pZzj_wsXG0Pip1nBWHTLN,GRANITE_KERB,IfcKerb,USERDEFINED,GRANITE_KERB,GRANITE_KERB,C,"A,C",PHYSICAL_DESIGN
CURB_D,1vu9PieP9JHBCWWvIrMoDn,GRANITE_KERB,IfcKerb,USERDEFINED,GRANITE_KERB,GRANITE_KERB,D,"C,D",PHYSICAL_DESIGN
ACCESS_trunk,2jsSQUMB9OFv7$SI5N$RPo,TEMPORARY_ACCESS_REFERENCE,IfcBuildingElementProxy,USERDEFINED,access,access,SITE,,REFERENCE_ONLY
ACCESS_A,01xanMY7jRe89UPATvInOp,TEMPORARY_ACCESS_REFERENCE,IfcBuildingElementProxy,USERDEFINED,access,access,A,,REFERENCE_ONLY
ACCESS_B,1eX417P69OPQK1O6VRVYb_,TEMPORARY_ACCESS_REFERENCE,IfcBuildingElementProxy,USERDEFINED,access,access,B,,REFERENCE_ONLY
ACCESS_C,3BbxMeDZXT6gq0VeU2X24r,TEMPORARY_ACCESS_REFERENCE,IfcBuildingElementProxy,USERDEFINED,access,access,C,,REFERENCE_ONLY
ACCESS_D,01bG$6HV5HXPuhKOvuUuxz,TEMPORARY_ACCESS_REFERENCE,IfcBuildingElementProxy,USERDEFINED,access,access,D,,REFERENCE_ONLY
TERRAIN,1uMZzis_LV3fPfxrpIZhau,TERRAIN,IfcGeographicElement,TERRAIN,TERRAIN,,SITE,,REFERENCE_ONLY
CONTEXT_SIDEWALK,1g8zm_J6zT_9DuLVrV254X,CONTEXT_SIDEWALK,IfcBuildingElementProxy,USERDEFINED,context_sidewalk,context_sidewalk,CONTEXT,,REFERENCE_ONLY
CONTEXT_ROAD,1Vh$ZcZp9Qn8zK7yQ5zIX_,CONTEXT_ROAD,IfcBuildingElementProxy,USERDEFINED,context_road,context_road,CONTEXT,,REFERENCE_ONLY
R2_ZONE_A,0nwJqKflHTSAQqaBuTb4JB,WORK_ZONE_R2,IfcSpatialZone,CONSTRUCTION,CONSTRUCTION,,,A,PROPOSED_SPATIAL_REFERENCE
R2_ZONE_B,2OPXNuBx9M4wMvhUFRlvhO,WORK_ZONE_R2,IfcSpatialZone,CONSTRUCTION,CONSTRUCTION,,,B,PROPOSED_SPATIAL_REFERENCE
R2_ZONE_C,2b20cWZm1S_BFN8oJOqcf3,WORK_ZONE_R2,IfcSpatialZone,CONSTRUCTION,CONSTRUCTION,,,C,PROPOSED_SPATIAL_REFERENCE
R2_ZONE_D,00vngQ5$TImxFr9os_j7GY,WORK_ZONE_R2,IfcSpatialZone,CONSTRUCTION,CONSTRUCTION,,,D,PROPOSED_SPATIAL_REFERENCE
